Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
9553,28:2891,Titus Waruru,KEN,29.03.94,3r2,Yokohama,25.05.2017,Men,"10,000 m"
9555,28:2892,Dan Middleman,USA,19.10.69,6r2,Walnut,14.04.2000,Men,"10,000 m"
9555,28:2892,John Yuda,TAN,09.06.79,1,Zanzibar,29.10.2001,Men,"10,000 m"
9555,28:2892,Clodoaldo da Silva,BRA,19.08.76,5,Rio de Janeiro,27.07.2007,Men,"10,000 m"
9555,28:2892,Kazuma Ito,JPN,17.06.88,2r5,Hachioji,26.11.2016,Men,"10,000 m"
9555,28:2892,Naoya Sakuda,JPN,17.12.94,2h5,Machida,23.11.2019,Men,"10,000 m"
9560,28:2893,Tetsuo Urakawa,JPN,10.12.61,7,Tokyo,11.05.1986,Men,"10,000 m"
9560,28:2893,Juan Antonio Pérez,ESP,06.11.88,2,Mersin,05.06.2016,Men,"10,000 m"
9562,28:2894,Johnny Danielsson,SWE,04.09.64,1,Kil,23.05.1988,Men,"10,000 m"
9562,28:2894,Nobuya Matsunaga,JPN,08.11.74,11rA,Hachioji,28.11.2000,Men,"10,000 m"
9562,28:2894,Damiao Anselmo de Souza,BRA,02.09.79,2,Rio de Janeiro,04.06.2009,Men,"10,000 m"
9562,28:2894,Safumi Sugi,JPN,10.08.01,15,Kumamoto,08.04.2023,Men,"10,000 m"
9566,28:2895,Spiridon Andriopoulos,GRE,01.08.62,15,Split,27.08.1990,Men,"10,000 m"
9567,28:2896,Ombeche Mokamba,KEN,06.04.82,3r2,Sendai,20.05.2006,Men,"10,000 m"
9567,28:2896,Richard Ringer,GER,27.02.89,1,Aichach,03.05.2014,Men,"10,000 m"
9569,28:2897,Matthew Lane,USA,09.05.77,1,Palo Alto,31.03.2001,Men,"10,000 m"
9570,28:2898,Ivan González,COL,14.08.87,2rA,San Francisco,30.03.2018,Men,"10,000 m"
9570,28:2898,Yuma Kaiki,JPN,14.12.98,5r3,Nagasaki,11.10.2020,Men,"10,000 m"
9570,28:2898,Hiroto Fujimagari,JPN,26.05.97,11rA,Fukagawa,07.07.2021,Men,"10,000 m"
9573,28:2899,Brian Shrader,USA,22.07.91,4r1,Portland,08.06.2019,Men,"10,000 m"
9574,28:290,Naftali Temu,KEN,20.04.45,1,Helsinki,29.06.1967,Men,"10,000 m"
9574,28:290,Manfred Letzerich,FRG,15.08.42,3,Koblenz,24.06.1970,Men,"10,000 m"
9574,28:290,Richard Tayler,NZL,12.08.48,1,Christchurch,30.01.1973,Men,"10,000 m"
9574,28:290,Enn Sellik,EST,10.12.54,7,Sochi,11.05.1976,Men,"10,000 m"
9574,28:290,Klaas Lok,NED,12.01.55,1,Troisdorf,02.05.1981,Men,"10,000 m"
9574,28:290,Stephenson Nyamu,KEN,20.11.71,1,Nyeri,03.10.1989,Men,"10,000 m"
9574,28:290,Andrea Arlati,ITA,07.05.70,1,Zogno,29.07.1998,Men,"10,000 m"
9574,28:290,Bernard Kiprop Kipyego,KEN,16.07.86,3,Nairobi,16.06.2004,Men,"10,000 m"
9574,28:2900,Takeshi Soh,JPN,09.01.53,8,Stockholm,04.07.1977,Men,"10,000 m"
9574,28:2900,Nikolay Chameyev,RUS,04.01.62,7,Moskva,11.06.1982,Men,"10,000 m"
9574,28:2900,Aleksandr Kuznetsov,KAZ,03.06.49,1,Leningrad,18.07.1985,Men,"10,000 m"
9574,28:2900,Richard Nerurkar,GBR,06.01.64,1,Dedham,02.07.1988,Men,"10,000 m"
9574,28:2900,Fackson Nkandu,ZAM,23.12.71,1,Lusaka,03.07.1993,Men,"10,000 m"
9574,28:2900,Hiroyuki Ogawa,JPN,17.06.78,1,Yokohama,04.12.1999,Men,"10,000 m"
9588,28:2901,Mark Harris,GBR,26.02.64,6,Gateshead,29.06.1990,Men,"10,000 m"
9588,28:2901,Toshinari Suwa,JPN,29.01.77,2rB,Fukagawa,25.06.2003,Men,"10,000 m"
9588,28:2901,Shuhei Kurata,JPN,05.08.92,7r5,Machida,24.11.2018,Men,"10,000 m"
9588,28:2901,James Mwaura,USA,06.09.98,1,Eugene,02.04.2022,Men,"10,000 m"
9592,28:2903,Arlindo Macedo,POR,28.07.61,5,Roma,15.09.1995,Men,"10,000 m"
9592,28:2903,Hisayuki Okawa,JPN,27.08.71,6,Tokyo,04.10.1997,Men,"10,000 m"
9592,28:2903,Toyoshi Ishige,JPN,16.04.75,7r2,Fukushima,28.09.2002,Men,"10,000 m"
9595,28:2905,Marnix Goegebeur,BEL,12.06.62,11,Paris,16.07.1987,Men,"10,000 m"
9595,28:2905,Jun Hiratsuka,JPN,08.01.69,2,Tokyo,12.06.1993,Men,"10,000 m"
9597,28:2906,Omar Aguilar,CHI,01.01.59,7h1,Los Angeles,03.08.1984,Men,"10,000 m"
9597,28:2906,Micah Njeru,KEN,05.08.88,9r1,Fukuroi,15.10.2011,Men,"10,000 m"
9597,28:2906,Minato Oishi,JPN,19.05.88,12r3,Gifu,25.09.2015,Men,"10,000 m"
9597,28:2906,Shota Shinjo,JPN,11.10.92,12r6,Machida,28.11.2015,Men,"10,000 m"
9597,28:2906,Yohannes Chiappinelli,ITA,18.08.97,28rA,London,20.05.2023,Men,"10,000 m"
9602,28:2907,Leonid Tikhonov,RUS,26.03.59,2r1,Kyiv,30.07.1988,Men,"10,000 m"
9603,28:2908,Jörg Peter,GER,23.10.55,2,Karl-Marx-Stadt,09.07.1982,Men,"10,000 m"
9603,28:2908,Mats Erixon,SWE,19.03.58,12,Roma,29.08.1987,Men,"10,000 m"
9603,28:2908,Hideyuki Obinata,JPN,02.12.76,4,Kushiro,16.06.2004,Men,"10,000 m"
9603,28:2908,Pierre Joncheray,FRA,09.09.82,6,Barakaldo,02.04.2005,Men,"10,000 m"
9607,28:2909,Abdelrahim Zitouna,MAR,20.12.70,13,Athínai,06.08.1997,Men,"10,000 m"
9607,28:2909,Yuji Onoda,JPN,03.09.96,7r2,Tajimi,09.10.2020,Men,"10,000 m"
9607,28:2909,Kota Fujiki,JPN,02.03.00,10rA,Abashiri,10.07.2021,Men,"10,000 m"
9610,28:291,Roger De Vogel,BEL,22.09.55,7,Bruxelles,22.08.1980,Men,"10,000 m"
9610,28:291,Lawrence Peu,RSA,13.02.66,4,Stellenbosch,05.10.1989,Men,"10,000 m"
9610,28:2910,Daniel Njenga,KEN,07.05.76,1,Tokyo,24.05.1996,Men,"10,000 m"
9610,28:2910,Akinobu Murasawa,JPN,28.03.91,8,Nagoya,24.06.2016,Men,"10,000 m"
9614,28:2911,Paul McCloy,CAN,06.11.63,4,Edinburgh,26.07.1986,Men,"10,000 m"
9614,28:2911,Takeshi Hamano,JPN,30.07.74,7,Nobeoka,27.05.2000,Men,"10,000 m"
9614,28:2911,Satoru Kitamura,JPN,04.02.86,9r3,Okayama,25.09.2009,Men,"10,000 m"
9614,28:2911,Kei Katansihi,JPN,18.03.97,3r3,Machida,26.11.2022,Men,"10,000 m"
9618,28:2912,Alberto Cova,ITA,01.12.58,1,Cagliari,24.09.1981,Men,"10,000 m"
9618,28:2912,Sosthenes Bitok,KEN,23.03.57,1,Torino,04.06.1983,Men,"10,000 m"
9618,28:2912,Ken-ichi Shiraishi,JPN,06.04.82,6rA,Kushiro,16.07.2008,Men,"10,000 m"
9618,28:2912,Shuhei Yamamoto,JPN,24.05.91,13r6,Machida,28.11.2015,Men,"10,000 m"
9618,28:2912,Takumi Yokokawa,JPN,30.01.98,3rA,Yokohama,24.09.2017,Men,"10,000 m"
9618,28:2912,Dominic Langat,KEN,15.05.95,17r3,Gifu,25.09.2022,Men,"10,000 m"
9624,28:2913,Toshihiro Iwasa,JPN,18.05.76,4,Mito,05.05.1998,Men,"10,000 m"
9624,28:2913,Boaz Cheboiywo,KEN,02.08.78,13r1,Palo Alto,03.05.2002,Men,"10,000 m"
9626,28:2914,Nikolay Puklakov,RUS,15.01.45,5,Roma,02.09.1974,Men,"10,000 m"
9626,28:2914,Toshihiko Seko,JPN,15.07.56,2,Tokyo,01.06.1986,Men,"10,000 m"
9626,28:2914,Bidelu Kibret,ETH,69,3,Lagos,04.08.1989,Men,"10,000 m"
9626,28:2914,David Chelule,KEN,07.07.77,2,Sydney,21.08.1996,Men,"10,000 m"
9626,28:2914,Takashi Maeda,JPN,03.10.77,5,Yokohama,01.12.2001,Men,"10,000 m"
9626,28:2914,Kiyotaka Shimamura,JPN,26.08.80,5,Kushiro,16.06.2004,Men,"10,000 m"
9632,28:2915,Alexander Lubina,GER,10.12.79,1rB,Camaiore,06.04.2002,Men,"10,000 m"
9633,28:2916,Paul McCloy,CAN,06.11.63,1,Ottawa,22.06.1986,Men,"10,000 m"
9633,28:2916,Jonathan Richards,GBR,19.05.64,5,Gateshead,13.06.1987,Men,"10,000 m"
9633,28:2916,Tom Ansberry,USA,22.08.63,17,Bruxelles,13.09.1991,Men,"10,000 m"
9633,28:2916,Sean Quigley,USA,03.09.82,10r1,Palo Alto,31.03.2007,Men,"10,000 m"
9633,28:2916,Tatsunori Hamasaki,JPN,04.07.88,2r2,Machida,26.11.2011,Men,"10,000 m"
9633,28:2916,Benson Moshon,KEN,09.03.96,8,Nairobi,23.06.2023,Men,"10,000 m"
9639,28:2917,Emmanuel Korir,KEN,21.04.02,12,Nijmegen,15.06.2019,Men,"10,000 m"
9640,28:2918,Vladimir Gusev,KAZ,03.07.61,3r2,Kyiv,30.07.1988,Men,"10,000 m"
9640,28:2918,Paulo Catarino,POR,30.09.63,4,Maia bei Porto,20.07.1990,Men,"10,000 m"
9640,28:2918,Aloÿs Nizigama,BDI,18.06.66,6h2,Stuttgart,20.08.1993,Men,"10,000 m"
9640,28:2918,Benjamin Gandu,KEN,21.05.90,1r2,Osaka,24.09.2016,Men,"10,000 m"
9640,28:2918,Yukifumi Murakami,JPN,23.12.79,1r3,Machida,24.11.2018,Men,"10,000 m"
9645,28:2919,Knut Børø,NOR,28.09.49,6,Roma,02.09.1974,Men,"10,000 m"
9646,28:292,Nikolay Sviridov,RUS,06.07.38,2,Stockholm,29.08.1970,Men,"10,000 m"
9646,28:292,Mariano Haro,ESP,27.05.40,2,El Djezair,29.08.1975,Men,"10,000 m"
9646,28:292,Hideki Kita,JPN,28.09.52,1,Tokyo,28.10.1978,Men,"10,000 m"
9646,28:292,Valentin Zotov,BLR,15.01.47,1,Kaunas,12.08.1979,Men,"10,000 m"
9646,28:292,John Easker,USA,30.05.63,1r2,Philadelphia,26.04.1984,Men,"10,000 m"
9646,28:292,Rafael Zepeda,MEX,22.08.61,8,Walnut,23.04.1989,Men,"10,000 m"
9646,28:292,John Cheruiyot Korir,KEN,13.12.81,5,Nairobi,28.07.2007,Men,"10,000 m"
9646,28:2920,Steve Moneghetti,AUS,26.09.62,5,Edinburgh,26.07.1986,Men,"10,000 m"
9646,28:2920,Brian Clas,USA,05.09.72,1,Dedham,20.05.1995,Men,"10,000 m"
9646,28:2920,Xolisa Tyali,RSA,02.12.89,3,Port Elizabeth,13.04.2012,Men,"10,000 m"
9656,28:2921,Paul Arpin,FRA,02.02.60,13,Roma,29.08.1987,Men,"10,000 m"
9656,28:2921,John Halvorsen,NOR,17.08.66,16,Seoul,26.09.1988,Men,"10,000 m"
9656,28:2921,Hendrick Ramaala,RSA,02.02.72,17,Bruxelles,24.08.2001,Men,"10,000 m"
9656,28:2921,Habtamu Fekadu,ETH,13.03.88,18,Bruxelles,05.09.2008,Men,"10,000 m"
9660,28:2922,Jeffrey Schiebler,CAN,01.06.73,6,Manchester,26.07.2002,Men,"10,000 m"
9660,28:2922,Kenta Oshima,JPN,29.06.79,20rA,Kobe,25.04.2004,Men,"10,000 m"
9662,28:2923,Lasse Virén,FIN,22.07.49,7,Roma,02.09.1974,Men,"10,000 m"
9662,28:2923,Yusuke Nishiyama,JPN,07.11.94,7rB,Machida,25.11.2017,Men,"10,000 m"
9664,28:2924,Amanuel Mesel,ERI,29.12.90,8,Bambous,13.08.2006,Men,"10,000 m"
9664,28:2924,Tomoya Adachi,JPN,18.12.85,10r3,Kitakyushu,17.05.2008,Men,"10,000 m"
9664,28:2924,Kiyoshi Koga,JPN,30.04.96,11rA,Abashiri,10.07.2021,Men,"10,000 m"
9667,28:2925,Mark Coogan,USA,01.05.66,1,Walnut,19.04.1997,Men,"10,000 m"
9667,28:2925,Susumu Ichinose,JPN,11.07.75,6,Kumamoto,03.10.1998,Men,"10,000 m"
9667,28:2925,Toyokazu Tsuchida,JPN,14.05.76,6rB,Hachioji,28.11.2000,Men,"10,000 m"
9670,28:2926,Alberto Juzdado,ESP,20.08.66,16,Getxo,02.05.1993,Men,"10,000 m"
9670,28:2926,Yuichi Tajiri,JPN,23.05.71,10rA,Kobe,26.04.1998,Men,"10,000 m"
9670,28:2926,Satoshi Irifune,JPN,14.12.75,5,Kitakyushu,09.05.1998,Men,"10,000 m"
9670,28:2926,Mitsunori Asaoka,JPN,11.01.93,4rA,Yokohama,24.09.2017,Men,"10,000 m"
9674,28:2927,Werner Schildhauer,GER,05.06.59,1,Dresden,29.05.1985,Men,"10,000 m"
9674,28:2927,Mebrahtom Keflezighi,USA,05.05.75,4,Eugene,24.06.1999,Men,"10,000 m"
9674,28:2927,James Strang,USA,07.12.84,8,Palo Alto,27.03.2009,Men,"10,000 m"
9677,28:2928,Detlef Uhlemann,FRG,13.09.49,6h3,Montréal,23.07.1976,Men,"10,000 m"
9677,28:2928,Dan Glans,SWE,02.05.47,1,Göteborg,06.08.1977,Men,"10,000 m"
9677,28:2928,Isaac Madareng,KEN,90,7,Nairobi,14.06.2012,Men,"10,000 m"
9677,28:2928,Victor Kiprop,KEN,01.01.02,9,Austin,07.06.2023,Men,"10,000 m"
9681,28:293,Gerard Tebroke,NED,09.11.49,3,Tokyo,05.05.1980,Men,"10,000 m"
9681,28:293,William Malel Sitonik,KEN,01.03.94,1,Nairobi,08.06.2012,Men,"10,000 m"
9681,28:293,Peter Kirui,KEN,02.01.88,2r1,Nairobi,18.05.2017,Men,"10,000 m"
9681,28:2930,Shota Hattori,JPN,28.10.91,1r2,Machida,29.11.2014,Men,"10,000 m"
9681,28:2930,Keijiro Mogi,JPN,21.10.95,25r6,Machida,26.11.2022,Men,"10,000 m"
9681,28:2930,Sendeku Alelgn Amogne,ETH,12.09.95,6,Rishon Letzion,13.04.2023,Men,"10,000 m"
9687,28:2931,Francis Mwihia,KEN,27.02.78,21rA,Kobe,25.04.2004,Men,"10,000 m"
9688,28:2932,Habte Negash,ETH,67,2,Moskva,09.06.1985,Men,"10,000 m"
9689,28:2933,Julio Rey,ESP,13.01.72,6,Barakaldo,01.07.1998,Men,"10,000 m"
9689,28:2933,Tadayuki Ojima,JPN,22.11.76,5r2,Palo Alto,03.05.2002,Men,"10,000 m"
9691,28:2934,Pat Porter,USA,31.05.59,1h3,Los Angeles,16.06.1984,Men,"10,000 m"
9691,28:2934,Kazuya Watanabe,JPN,07.07.87,5r9,Yokohama,23.10.2010,Men,"10,000 m"
9691,28:2934,Samson Ndirangu,KEN,14.05.94,1r3,Tama,03.10.2020,Men,"10,000 m"
9691,28:2934,Paul Chelimo,USA,27.10.90,5,Eugene,06.07.2023,Men,"10,000 m"
9695,28:2935,Nobuyuki Sato,JPN,08.08.72,2,Kitakyushu,14.05.2000,Men,"10,000 m"
9696,28:2936,Akihiko Tsuburai,JPN,10.07.84,6,Tokyo,08.06.2013,Men,"10,000 m"
9696,28:2936,Shun Sakuraoka,JPN,01.09.94,10r4,Hachioji,27.11.2021,Men,"10,000 m"
9696,28:2936,Conner Mantz,USA,08.12.96,6,Eugene,06.07.2023,Men,"10,000 m"
9699,28:2937,Alejandro Gómez,ESP,11.04.67,8h2,Tokyo,24.08.1991,Men,"10,000 m"
9699,28:2937,Abel Antón,ESP,24.10.62,13,Atlanta,29.07.1996,Men,"10,000 m"
9699,28:2937,Du Pengyuan,CHN,30.09.84,2,Nanjing,17.10.2005,Men,"10,000 m"
9699,28:2937,Tomoo Tsubota,JPN,16.06.77,7rA,Kushiro,16.07.2008,Men,"10,000 m"
9699,28:2937,Yusuke Tamura,JPN,23.12.98,3rB,Abashiri,15.07.2020,Men,"10,000 m"
9704,28:2938,Todd Williams,USA,07.03.69,10,Barcelona,03.08.1992,Men,"10,000 m"
9705,28:2939,Jack O'Leary,IRL,04.11.97,16,Eugene,09.06.2021,Men,"10,000 m"
9706,28:294,Eckhard Lesse,GDR,01.12.48,2,Potsdam,10.06.1972,Men,"10,000 m"
9706,28:294,Charlie Maguire,USA,25.08.52,4,Westwood,22.06.1974,Men,"10,000 m"
9706,28:294,Mikhail Zhelobovskiy,BLR,08.05.46,6,Moskva,11.06.1977,Men,"10,000 m"
9706,28:294,Catalin Andrecia,ROU,31.01.47,13,Praha,29.08.1978,Men,"10,000 m"
9706,28:294,Fernando Couto,POR,04.12.59,5,Pontevedra,08.07.1995,Men,"10,000 m"
9706,28:294,Bo Reed,USA,15.03.66,10,Montréal,10.07.1995,Men,"10,000 m"
9706,28:294,Margarito Zamora,MEX,16.10.72,11,Montréal,10.07.1995,Men,"10,000 m"
9706,28:294,Katsuhiro Kawauchi,JPN,09.03.73,4,Hachioji,30.11.1997,Men,"10,000 m"
9706,28:294,Patrick Ivuti,KEN,30.06.78,3,Nairobi,23.06.2000,Men,"10,000 m"
9706,28:294,Kenneth Kiplimo Kimutai,KEN,10.12.81,3,Nairobi,23.05.2008,Men,"10,000 m"
9706,28:294,Abadi Hadis,ETH,06.11.97,3,Addis Abeba,07.05.2019,Men,"10,000 m"
9706,28:2940,Ravil Kashapov,RUS,15.11.56,15,Bruxelles,19.08.1988,Men,"10,000 m"
9706,28:2940,Masato Kihara,JPN,13.07.86,5,Kobe,27.04.2008,Men,"10,000 m"
9706,28:2940,Chihiro Miyawaki,JPN,28.08.91,4r1,Hachioji,24.11.2010,Men,"10,000 m"
9706,28:2940,Mogeni Magoma,KEN,11.03.01,8rA,Fukagawa,08.07.2020,Men,"10,000 m"
9706,28:2940,Yuji Nonaka,JPN,10.11.95,21r2,Tokyo,07.05.2022,Men,"10,000 m"
9723,28:2941,John Bowden,NZL,19.06.56,1,Auckland,11.01.1986,Men,"10,000 m"
9723,28:2941,Samuel Muturi,KEN,02.05.86,9,Tottori,05.06.2004,Men,"10,000 m"
9723,28:2941,Augustine Ndirangu,KEN,84,4,Fukuroi,14.10.2006,Men,"10,000 m"
9723,28:2941,Norihide Fujimori,JPN,15.02.85,11r10,Yokohama,23.11.2008,Men,"10,000 m"
9723,28:2941,Kento Kikutani,JPN,08.05.94,16,Kumamoto,08.04.2023,Men,"10,000 m"
9728,28:2942,Arlindo Macedo,POR,28.07.61,9,Maia bei Porto,19.07.1995,Men,"10,000 m"
9728,28:2942,Kamiel Maase,NED,20.10.71,8,Bruxelles,23.08.1996,Men,"10,000 m"
9731,28:2943,Ahmed Musa Jouda,SUD,27.01.57,10,Los Angeles,06.08.1984,Men,"10,000 m"
9731,28:2943,Atsushi Yamato,JPN,13.03.97,3r4,Hachioji,26.11.2016,Men,"10,000 m"
9731,28:2943,Homare Morita,JPN,29.06.96,10h8,Machida,23.11.2019,Men,"10,000 m"
9734,28:2944,Alberto Maravilha,POR,27.12.65,16rA,Camaiore,06.04.2002,Men,"10,000 m"
9734,28:2944,Jesús Ramos,ESP,29.04.96,9rA,Pacé,03.06.2023,Men,"10,000 m"
9736,28:2945,Shinobu Kubota,JPN,12.12.91,5,Osaka,09.06.2012,Men,"10,000 m"
9737,28:2946,Bohdan Semenovych,UKR,18.07.86,3,Yalta,27.05.2012,Men,"10,000 m"
9738,28:2947,Ryuji Ono,JPN,27.01.85,1r2,Kitakyushu,08.05.2004,Men,"10,000 m"
9738,28:2947,Tomoyuki Morita,JPN,08.07.84,7,Yokohama,04.12.2010,Men,"10,000 m"
9740,28:2948,Charles Kamau Wanjiku,KEN,16.05.00,3,Kumagaya,17.09.2021,Men,"10,000 m"
9741,28:2949,Tadashi Fukushima,JPN,29.09.64,7h2,Stuttgart,20.08.1993,Men,"10,000 m"
9741,28:2949,El Hassane Ben Lkhainouch,FRA,01.06.81,1,Saint Maur-des-Fossés,30.04.2014,Men,"10,000 m"
9741,28:2949,Simon Musio Saidamu,KEN,12.10.00,7,Yokohama,11.06.2023,Men,"10,000 m"
9744,28:295,Martti Vainio,FIN,30.12.50,1,Bruxelles,16.06.1979,Men,"10,000 m"
9744,28:295,Isaac Arusei,KEN,10.08.76,6,Nairobi,19.06.2004,Men,"10,000 m"
9744,28:2950,Tomoo Tsubota,JPN,16.06.77,7rB,Hachioji,28.11.2000,Men,"10,000 m"
9744,28:2950,Shintaro Miwa,JPN,04.01.92,2r2,Machida,29.11.2014,Men,"10,000 m"
9744,28:2950,Mario Pacay,GUA,20.07.97,1rA,San Francisco,30.03.2019,Men,"10,000 m"
9744,28:2950,Kenta Muto,JPN,14.02.94,4r3,Machida,26.11.2022,Men,"10,000 m"
9750,28:2951,Yuya Konishi,JPN,22.08.90,17rA,Fukagawa,29.06.2013,Men,"10,000 m"
9751,28:2952,Salvador Parra,MEX,17.09.66,6,Sheffield,20.07.1991,Men,"10,000 m"
9751,28:2952,Francisco Javier Cortés,ESP,25.10.71,18rA,Lisboa,01.04.2000,Men,"10,000 m"
9751,28:2952,Yevgeniy Rybakov,RUS,27.02.85,2,Zhukovskiy,30.06.2018,Men,"10,000 m"
9754,28:2953,Mladlen Krsek,CRO,28.06.61,2,Dublin,05.08.1989,Men,"10,000 m"
9754,28:2953,Seref Dirli,TUR,01.01.92,3,Mersin,02.05.2015,Men,"10,000 m"
9756,28:2954,Vesa Kähkölä,FIN,30.01.59,1,Lahti,21.08.1984,Men,"10,000 m"
9756,28:2954,Kenji Ayabe,JPN,25.03.68,5,Tokyo,18.06.1989,Men,"10,000 m"
9756,28:2954,Wataru Tochigi,JPN,08.05.95,8r5,Machida,24.11.2018,Men,"10,000 m"
9759,28:2955,Pablo Olmedo,MEX,08.05.75,18,Bruxelles,25.08.2000,Men,"10,000 m"
9759,28:2955,Kenjiro Jitsui,JPN,16.12.68,6,Yokohama,01.12.2001,Men,"10,000 m"
9761,28:2956,Matthews Temane,RSA,14.12.60,1,Stellenbosch,07.02.1989,Men,"10,000 m"
9761,28:2956,Douglas Wakiihuri,KEN,26.09.63,5,Berlin,18.08.1989,Men,"10,000 m"
9761,28:2956,Mitsunori Asaoka,JPN,11.01.93,3r2,Machida,29.11.2014,Men,"10,000 m"
9764,28:2957,Alberto Cova,ITA,01.12.58,2,Torino,04.06.1983,Men,"10,000 m"
9764,28:2957,Giuseppe Miccoli,ITA,01.12.61,16,Split,27.08.1990,Men,"10,000 m"
9764,28:2957,Sean McGorty,USA,07.03.95,3,Eugene,27.05.2022,Men,"10,000 m"
9767,28:2958,Martin Vrábel,SVK,21.09.55,1,Trinec,16.08.1987,Men,"10,000 m"
9767,28:2958,Rachid Berradi,ITA,29.08.75,12,Villeneuve d'Ascq,17.06.2000,Men,"10,000 m"
9767,28:2958,Jason Sandfort,USA,15.07.82,3,Palo Alto,26.03.2004,Men,"10,000 m"
9767,28:2958,Mamiyo Nguse,ETH,13.02.82,10r3,Osaka,24.09.2016,Men,"10,000 m"
9767,28:2958,James Mwaura,USA,06.09.98,15,Eugene,08.06.2022,Men,"10,000 m"
9772,28:2959,Kuflom Sium,ERI,09.06.87,5,Avilés,28.07.2007,Men,"10,000 m"
9772,28:2959,Keigo Yano,JPN,03.12.91,2r7,Yokohama,14.11.2020,Men,"10,000 m"
9774,28:296,Ron Clarke,AUS,21.02.37,1,Auckland,17.11.1964,Men,"10,000 m"
9774,28:296,Nikolay Sviridov,RUS,06.07.38,1,Moskva,07.06.1972,Men,"10,000 m"
9774,28:296,Rashid Sharafyetdinov,RUS,10.07.43,5,Moskva,10.07.1973,Men,"10,000 m"
9774,28:296,Aleksandr Kuznetsov,KAZ,03.06.49,1,Podolsk,28.06.1976,Men,"10,000 m"
9774,28:296,Willy Polleunis,BEL,27.12.47,1,Kassel,15.07.1978,Men,"10,000 m"
9774,28:296,Anatoliy Badrankov,UKR,02.04.41,6,Sochi,09.06.1979,Men,"10,000 m"
9774,28:296,Paul Geis,USA,23.02.53,1,Eugene,10.05.1980,Men,"10,000 m"
9774,28:296,Rafael Zepeda,MEX,22.08.61,9,Walnut,25.04.1987,Men,"10,000 m"
9774,28:296,John Cheruiyot Korir,KEN,13.12.81,1,Nairobi,25.04.2002,Men,"10,000 m"
9774,28:2960,Danilo Goffi,ITA,03.12.72,2,Rubiera,20.04.1996,Men,"10,000 m"
9774,28:2960,Tomoo Tsubota,JPN,16.06.77,10,Tottori,05.06.2004,Men,"10,000 m"
9785,28:2961,Pierre Lévisse,FRA,21.02.52,2,Monaco,11.05.1985,Men,"10,000 m"
9785,28:2961,Hugo dos Santos,BRA,21.12.69,1,Rio de Janeiro,21.05.1995,Men,"10,000 m"
9785,28:2961,Takeshi Hamano,JPN,30.07.74,6rA,Fukagawa,29.06.2005,Men,"10,000 m"
9785,28:2961,Luke Caldwell,GBR,02.08.91,7rB,Palo Alto,02.05.2015,Men,"10,000 m"
9785,28:2961,Hideyuki Tanaka,JPN,09.10.90,3r5,Hachioji,26.11.2016,Men,"10,000 m"
9790,28:2962,Julian Goater,GBR,12.01.53,7,Cwmbran,25.05.1986,Men,"10,000 m"
9790,28:2962,Shota Kai,JPN,10.05.91,14r6,Machida,28.11.2015,Men,"10,000 m"
9792,28:2963,Katsuhiko Hanada,JPN,12.06.71,11,Hengelo,01.06.1998,Men,"10,000 m"
9792,28:2963,Kurao Umeki,JPN,30.09.75,12,Kobe,28.04.2002,Men,"10,000 m"
9794,28:2964,Paul Kipkoech,KEN,06.01.63,3,Al Qâhirah,15.08.1985,Men,"10,000 m"
9794,28:2964,Kazuhiro Maeda,JPN,19.04.81,1,Isahaya,30.11.2002,Men,"10,000 m"
9794,28:2964,Yuki Takamiya,JPN,02.12.87,15r6,Machida,28.11.2015,Men,"10,000 m"
9797,28:2965,Ken-Ichi Takahashi,JPN,16.01.73,15,Rifu,07.10.2000,Men,"10,000 m"
9797,28:2965,Stewart McSweyn,AUS,01.06.95,2,Melbourne,08.12.2016,Men,"10,000 m"
9797,28:2965,Fernando Carro,ESP,01.04.92,12rA,London,19.05.2018,Men,"10,000 m"
9800,28:2966,Todd Williams,USA,07.03.69,15,Hengelo,25.06.1991,Men,"10,000 m"
9801,28:2967,Alex Hagelsteens,BEL,15.07.56,2,Villeneuve d'Ascq,04.07.1981,Men,"10,000 m"
9801,28:2967,Greg van Hest,NED,03.06.73,2,Dublin,11.06.1994,Men,"10,000 m"
9801,28:2967,Koji Ueoka,JPN,20.07.77,22rA,Kobe,25.04.2004,Men,"10,000 m"
9801,28:2967,Ryo Yamamoto,JPN,18.05.84,2,Kushiro,11.07.2009,Men,"10,000 m"
9801,28:2967,Atsushi Ikawa,JPN,13.12.83,7,Kobe,25.04.2010,Men,"10,000 m"
9801,28:2967,Shuho Dairokuno,JPN,23.12.92,16rA,Osaka,23.09.2017,Men,"10,000 m"
9801,28:2967,Keiji Akutsu,JPN,20.03.87,9r5,Machida,24.11.2018,Men,"10,000 m"
9808,28:2969,Paul Stemmer,USA,07.05.54,1,Eugene,20.03.1982,Men,"10,000 m"
9808,28:2969,Robert Chesaret,USA,08.10.83,1,Palo Alto,25.03.2011,Men,"10,000 m"
9808,28:2969,Amos Kibitok,KEN,04.04.94,4,Yerino,09.07.2014,Men,"10,000 m"
9808,28:2969,Benjamin Gandu,KEN,21.05.90,11r3,Yamaguchi,10.10.2014,Men,"10,000 m"
9812,28:297,Nikolay Gavrilov,RUS,01.02.46,7,Moskva,11.06.1977,Men,"10,000 m"
9812,28:297,Radhouane Bouster,FRA,02.12.54,1,Paris,21.07.1978,Men,"10,000 m"
